"","unit.class","x","y","neurons","sigma1","sigma2","sigma3","sigma4","sigma5"
"1",0,0,0,0,0,0,0,0,0
"2",52,7,6,5,0.0593474937049887,0.0248344024252816,0.0248339634439429,0.0593474935587011,0.0247859525652595
"3",52,7,6,10,0.0229299086815542,0.0221135404369458,0.0235383478100913,0.0231849026757263,0.0240014132900793
"4",52,7,6,30,0.0226468882885757,0.0231076914865066,0.0593474922397385,0.0255185060851564,0.021458564092471
"5",52,7,6,50,0.022749292684128,0.0228594302250156,0.0238784405668422,0.0248754369553574,0.024461838427802
"6",52,7,6,70,0.023937993269759,0.0247136432494281,0.0251991901697591,0.0245713901292383,0.0229660960569266
"7",52,7,6,90,0.0250944136605633,0.0216418660264257,0.0230391717999613,0.0226377439725233,0.0230203127813281
"8",41,5,5,5,0.0547372737527402,0.0204597910997144,0.054737199818461,0.0547269805954071,0.0211935179243752
"9",41,5,5,10,0.0547372056425965,0.0214334187685353,0.0213809003787876,0.0210283480693877,0.0211918366219863
"10",41,5,5,30,0.0204775788383955,0.0208061560745644,0.0200845488319358,0.0206441586816225,0.0214033353880704
"11",41,5,5,50,0.0222628392733168,0.0209463924452013,0.0197013010277872,0.0213739695638882,0.0193922243849351
"12",41,5,5,70,0.0211796196818201,0.0216121265540439,0.0205488316331985,0.0211675722956333,0.0202023278011658
"13",41,5,5,90,0.0202685799873024,0.019925222466015,0.0204264768024823,0.0201889698731771,0.0204935662082888
"14",16,7,2,5,0.0127500251039923,0.0133741505480777,0.0303219300857306,0.0129454687694825,0.0303314175002286
"15",16,7,2,10,0.0146898465201818,0.0130490483056162,0.0128983054781087,0.0136330972453936,0.012999193639132
"16",16,7,2,30,0.0134835824727381,0.0131088272052877,0.0140031072766598,0.0126260714379781,0.0140624286747079
"17",16,7,2,50,0.0135682778721289,0.0137768106884821,0.0132026417536177,0.0138156236200521,0.0139847148486459
"18",16,7,2,70,0.0144646148582267,0.0134245385745073,0.0133999451957192,0.0137729078394379,0.0124436954599722
"19",16,7,2,90,0.0141612167606202,0.0132269574406858,0.012572930392019,0.0129791243987485,0.013898284346099
