"","unit.class","x","y","neurons","sigma1","sigma2","sigma3","sigma4","sigma5"
"41",16,4,4,50,0.0415761415750034,0.0405556291814919,0.0374390453698444,0.0396657901547198,0.0463740378457938
"42",16,4,4,70,0.0410833572015876,0.0401171499831809,0.0378487748043983,0.0389587373749848,0.0418089237827184
"43",16,4,4,90,0.0414096959158906,0.0404183458492692,0.0388014057168664,0.0391570186270008,0.0372411880780732
"44",6,2,2,5,0.0162900630250644,0.0160829137559528,0.0433826292229527,0.0162854796843528,0.0163296480780519
"45",6,2,2,10,0.0160360274997804,0.0161278454621615,0.016590942513972,0.0164793069187118,0.0162846641206718
"46",6,2,2,30,0.0161859457808211,0.0160230035118398,0.0433813044216775,0.0159246389536195,0.016311225965071
"47",6,2,2,50,0.0162891386828839,0.0157840312504733,0.0158325481220117,0.0169206707870138,0.0157368904562785
"48",6,2,2,70,0.0161586502159538,0.0158352690870004,0.0158606847042036,0.0160270146290832,0.0163365322978711
"49",6,2,2,90,0.0160649357475489,0.0169140223971026,0.0159388763359353,0.0159515026257633,0.016903045877172
"50",8,4,2,5,0.0305136838733805,0.0323787564308576,0.0317661630730606,0.0509313968505707,0.0310843266762065
"51",8,4,2,10,0.0304961869973715,0.0324907010579551,0.0509309734237252,0.0320789883623437,0.0325566543193003
"52",8,4,2,30,0.0309637158112763,0.0310754183517811,0.0308934168941078,0.0308055705685105,0.0304836118302826
"53",8,4,2,50,0.030417087219917,0.0306225584972721,0.0311026157438388,0.0308391465287504,0.0314970166666838
"54",8,4,2,70,0.029837395162496,0.0304180908451856,0.0306808866890832,0.0308270045318503,0.0305991680045329
"55",8,4,2,90,0.0307120933144583,0.0307186058926439,0.02973038113007,0.0301467439262549,0.0309004919718949
"56",11,3,3,5,0.0205521350972993,0.0209096247027436,0.0205918226144201,0.0205284510835658,0.0466122068414474
"57",11,3,3,10,0.0205618334772757,0.0212937387566736,0.0212159951525688,0.0209876870929092,0.0206908108579975
"58",11,3,3,30,0.0205211809878438,0.0206796290314763,0.0202604936556738,0.0201563317939011,0.0206745988087027
"59",11,3,3,50,0.0210993369108866,0.0206990156692906,0.0205374811287561,0.0202705139267478,0.0203007853831667
"60",11,3,3,70,0.0205656569238437,0.0206815067516573,0.0205487329173977,0.0201420283634062,0.0208279198389373
"61",11,3,3,90,0.0193767104938276,0.0208880265642935,0.0205031717060428,0.0200979920080152,0.0207868229118897
"62",9,1,3,5,0.0245536072533982,0.0153404159575241,0.0149131344250499,0.0168954969807209,0.0150060423061566
"63",9,1,3,10,0.0149491484204838,0.0139876469310433,0.024543114304071,0.0135269706898236,0.0165662956717529
"64",9,1,3,30,0.0138492001085989,0.0149472664292114,0.0140001459792208,0.0158636810801082,0.0138551624315726
"65",9,1,3,50,0.0149557113009728,0.0144223209435171,0.014878247152158,0.0135903174271325,0.0138036006713938
"66",9,1,3,70,0.0141182992959454,0.0138246501954664,0.0141053330033275,0.0142676229341546,0.0130547128916252
"67",9,1,3,90,0.0135810802707907,0.0141376217868953,0.0136586221409344,0.0135967609637637,0.0132157573490485
"68",10,2,3,5,0.016900300128871,0.0183495430546541,0.0167034506393232,0.0169023905280147,0.0309883412770288
"69",10,2,3,10,0.0309883412770288,0.0150134716943363,0.0150956335048743,0.0309883411553697,0.0164159310275708
"70",10,2,3,30,0.0150761923928478,0.015311877711044,0.0151554482470356,0.0152197037029883,0.0170573436953035
"71",10,2,3,50,0.0149803340791212,0.0152233037548355,0.0145572803626469,0.0150053714746061,0.0159502370402336
"72",10,2,3,70,0.015035993213975,0.0150803110947865,0.015110128262183,0.0148043871136828,0.0147725497220831
"73",10,2,3,90,0.0151417291763282,0.0157278014687195,0.0152047403125208,0.0159606978647716,0.0160665480541728
"74",4,4,1,5,0.0296697468550392,0.050780218372975,0.0507802172922603,0.0507809526715131,0.0296697132623882
"75",4,4,1,10,0.0296704209907313,0.0297057577665999,0.0301320022565422,0.0297842824862846,0.0296696158221376
"76",4,4,1,30,0.0299342838083123,0.0296824536762371,0.0300047229335987,0.0294331161843848,0.0302776697807147
"77",4,4,1,50,0.0309536677291247,0.0306934653379485,0.0298371440265785,0.0298156554735797,0.0312024980160122
"78",4,4,1,70,0.0300955594851473,0.0303838497707885,0.0308095034429771,0.0303912744266248,0.0300609642602571
"79",4,4,1,90,0.0301127051384905,0.0298718043734258,0.0300389406959709,0.029799396063809,0.0307767914786204
"80",12,4,3,5,0.0355864109652042,0.0314552536559204,0.0356586523899175,0.0543380083739563,0.0543377687629001
"81",12,4,3,10,0.0543377866803264,0.0313397231591512,0.0355825970512413,0.0348761209331081,0.0317608969002489
"82",12,4,3,30,0.0312586460091378,0.0314035269414396,0.0316973598770563,0.0313749682855336,0.0317165869355569
"83",12,4,3,50,0.0306606437364892,0.0313975001431446,0.0312540111928268,0.0307348912579963,0.0308342155532406
"84",12,4,3,70,0.0317640853387788,0.0308756675830337,0.0309735724021202,0.0307281133806441,0.031278182603493
"85",12,4,3,90,0.0319434776401794,0.0312467388833833,0.0306110475494987,0.0314253433367977,0.0303402966567479
"86",13,1,4,5,0.0161328772449682,0.0242214344494585,0.0162058384051121,0.0242214068923021,0.0162266687737649
"87",13,1,4,10,0.0140997307699008,0.0132914631369361,0.0146938634671435,0.0135982279521495,0.0162170597249955
"88",13,1,4,30,0.0142507009510144,0.0147492649008458,0.0141525498257948,0.013801990936889,0.0163771296816266
"89",13,1,4,50,0.0120154016269574,0.0160159530361675,0.0130817756585889,0.0126911185435047,0.0133941098310568
"90",13,1,4,70,0.0150189542016025,0.0135201038273977,0.0130411223051547,0.0127596280271862,0.01324567374332
"91",13,1,4,90,0.0128070434213266,0.0130402514426531,0.0132489607516518,0.0152681152617751,0.0128770172231926
"92",2,2,1,5,0.0200207881325858,0.0200212733689309,0.020020722410706,0.0202890091809124,0.0205987364870907
"93",2,2,1,10,0.0200206503784969,0.0537303307989049,0.0200214642437624,0.0537201058243186,0.0194918542903539
"94",2,2,1,30,0.0200557133123804,0.0206213087711318,0.0204216806355424,0.020161037572792,0.0207571476192716
"95",2,2,1,50,0.0199730390927933,0.0202733642495257,0.0185822709618799,0.0201290690402483,0.0199148404384076
"96",2,2,1,70,0.021210010578019,0.0201784678847071,0.0199644741202257,0.0210627892413817,0.0200016611030921
"97",2,2,1,90,0.0206473913371166,0.0198650525391203,0.0191416568709295,0.0190998797388262,0.0205617553260866
